transaction_id,customer_id,date,time,transaction_type,amount,location,merchant_category,is_fraud
T00021744,CUST000151,2023-07-17,06:28:54,CREDIT,976.07,San Jose,Travel,0
T00008707,CUST000220,2023-05-04,22:15:47,TRANSFER,1116.88,Dallas,Retail,0
T00043191,CUST000745,2023-08-30,04:38:23,TRANSFER,578.12,Philadelphia,Education,0
T00024633,CUST000671,2023-06-26,12:44:58,CASH_WITHDRAWAL,182.92,Philadelphia,Entertainment,0
T00001275,CUST000408,2023-02-27,10:57:21,DEBIT,77.08,Philadelphia,Retail,0
T00010354,CUST000733,2023-01-24,21:12:31,DEBIT,102.4,San Jose,Technology,0
T00024279,CUST000668,2023-02-01,16:01:26,DEBIT,76.01,Chicago,Education,0
T00032290,CUST000895,2023-05-12,13:48:32,DEBIT,20.89,Los Angeles,Education,0
T00016041,CUST000380,2023-05-12,01:38:20,PAYMENT,164.97,Chicago,Utilities,0
T00002215,CUST000707,2023-03-06,19:57:10,PAYMENT,74.87,Dallas,Education,0
T00037689,CUST000691,2023-06-16,00:34:02,DEBIT,83.52,Los Angeles,Healthcare,0
T00041421,CUST000353,2023-09-03,17:05:00,PAYMENT,262.68,San Antonio,Utilities,0
T00002009,CUST000281,2023-07-07,00:36:11,TRANSFER,1908.8,Philadelphia,Utilities,0
T00019303,CUST000477,2023-08-20,19:09:53,DEBIT,65.32,Dallas,Technology,0
T00050507,CUST000370,2023-10-18,22:29:04,CREDIT,51.4,San Jose,Utilities,1
T00024978,CUST000323,2023-08-18,13:24:09,TRANSFER,525.03,Houston,Food,0
T00024947,CUST000553,2023-12-20,04:48:54,TRANSFER,1575.58,San Jose,Retail,0
T00015885,CUST000707,2023-02-08,19:08:25,TRANSFER,224.92,New York,Utilities,0
T00039106,CUST000520,2023-06-11,07:07:52,TRANSFER,1921.14,Houston,Healthcare,0
T00014218,CUST000108,2023-09-27,12:20:58,DEBIT,29.65,Houston,Healthcare,0
T00051191,CUST000785,2023-01-23,06:39:18,CREDIT,171.63,Los Angeles,Utilities,1
T00008637,CUST000552,2023-02-03,07:38:42,TRANSFER,280.42,San Jose,Food,0
T00035074,CUST000123,2023-04-14,19:18:16,CREDIT,3490.73,Chicago,Technology,0
T00040189,CUST000425,2023-10-17,07:00:56,DEBIT,22.72,San Antonio,Entertainment,0
T00005162,CUST000308,2023-05-14,09:37:16,PAYMENT,332.39,Dallas,Food,0
T00050973,CUST000062,2023-06-10,07:23:29,TRANSFER,130.19,Philadelphia,Retail,1
T00008832,CUST000015,2023-07-31,19:50:43,CREDIT,4451.25,Phoenix,Travel,0
T00017757,CUST000103,2023-01-02,04:52:47,PAYMENT,321.25,Dallas,Utilities,0
T00031277,CUST000053,2023-01-13,03:34:14,CREDIT,1590.01,San Antonio,Food,0
T00034733,CUST000633,2023-01-03,22:03:05,CREDIT,981.81,Los Angeles,Travel,0
T00016811,CUST000217,2023-08-23,13:56:03,CASH_WITHDRAWAL,115.3,Chicago,Healthcare,0
T00047365,CUST000096,2023-09-27,20:32:39,CASH_WITHDRAWAL,178.51,Dallas,Travel,0
T00039539,CUST000565,2023-11-04,22:51:47,CREDIT,4792.75,Dallas,Utilities,0
T00015482,CUST000562,2023-08-14,02:29:19,DEBIT,169.94,Dallas,Entertainment,0
T00018353,CUST000293,2023-07-24,05:34:17,PAYMENT,465.92,Los Angeles,Food,0
T00045248,CUST000736,2023-01-08,17:30:27,CREDIT,1563.38,San Diego,Retail,0
T00042587,CUST000297,2023-07-23,17:14:20,TRANSFER,1514.47,Philadelphia,Utilities,0
T00015878,CUST000442,2023-04-05,10:45:29,PAYMENT,260.55,Chicago,Technology,0
T00049496,CUST000873,2023-07-15,00:16:34,CASH_WITHDRAWAL,133.16,San Jose,Technology,1
T00033825,CUST000984,2023-06-29,20:07:06,TRANSFER,549.5,Philadelphia,Entertainment,0
T00042916,CUST000731,2023-04-20,03:58:23,DEBIT,139.08,Houston,Food,0
T00008918,CUST000942,2023-01-16,21:24:12,DEBIT,41.18,San Antonio,Education,0
T00025002,CUST000651,2023-10-15,03:08:17,CREDIT,4205.16,Los Angeles,Food,0
T00027493,CUST000269,2023-12-28,23:57:45,CASH_WITHDRAWAL,47.44,San Jose,Education,0
T00035898,CUST000509,2023-03-19,12:05:38,CASH_WITHDRAWAL,150.93,San Jose,Technology,0
T00051213,CUST000652,2023-10-04,00:15:08,PAYMENT,54.46,Los Angeles,Technology,1
T00015670,CUST000906,2023-04-29,22:15:58,PAYMENT,314.24,Phoenix,Travel,0
T00021013,CUST000380,2023-04-15,10:40:47,CASH_WITHDRAWAL,290.61,Philadelphia,Healthcare,0
T00041339,CUST000459,2023-01-07,20:56:53,TRANSFER,362.49,Houston,Food,0
T00019100,CUST000887,2023-05-01,07:48:58,PAYMENT,357.56,San Antonio,Retail,0
T00024429,CUST000931,2023-08-15,01:00:00,DEBIT,128.51,San Antonio,Retail,0
T00004170,CUST000492,2023-04-11,04:51:27,DEBIT,52.76,New York,Retail,0
T00019373,CUST000270,2023-07-21,08:30:09,CASH_WITHDRAWAL,66.02,Philadelphia,Utilities,0
T00043999,CUST000669,2023-07-02,10:03:24,PAYMENT,325.06,Phoenix,Education,0
T00023030,CUST000796,2023-07-02,21:09:50,TRANSFER,1726.59,Chicago,Education,0
T00018960,CUST000901,2023-11-06,12:26:19,CASH_WITHDRAWAL,211.78,San Diego,Travel,0
T00039272,CUST000451,2023-07-04,21:56:51,DEBIT,44.87,Chicago,Technology,0
T00041686,CUST000038,2023-06-10,07:09:11,DEBIT,139.34,Philadelphia,Entertainment,0
T00011149,CUST000345,2023-07-10,01:08:49,CASH_WITHDRAWAL,291.29,Los Angeles,Entertainment,0
T00015968,CUST000798,2023-10-09,19:59:28,CASH_WITHDRAWAL,213.47,San Diego,Entertainment,0
T00033421,CUST000365,2023-01-18,04:15:58,PAYMENT,269.05,Los Angeles,Entertainment,0
T00039215,CUST000405,2023-12-17,13:40:55,CREDIT,4459.73,Philadelphia,Entertainment,0
T00040861,CUST000135,2023-06-07,20:20:40,DEBIT,173.17,Phoenix,Entertainment,0
T00037540,CUST000989,2023-07-01,04:24:30,CASH_WITHDRAWAL,61.08,San Diego,Entertainment,0
T00012774,CUST000212,2023-03-17,14:37:25,CASH_WITHDRAWAL,261.99,Houston,Food,0
T00028845,CUST000913,2023-02-11,12:39:37,DEBIT,189.28,New York,Utilities,0
T00010383,CUST000886,2023-01-21,06:25:10,CREDIT,4684.85,Los Angeles,Food,0
T00051517,CUST000981,2023-06-23,06:27:22,TRANSFER,83.36,San Antonio,Utilities,1
T00014592,CUST000521,2023-08-07,18:55:50,CREDIT,4978.57,Philadelphia,Technology,0
T00000871,CUST000399,2023-09-04,22:47:58,PAYMENT,404.14,Chicago,Technology,0
T00003580,CUST000004,2023-03-19,02:40:25,PAYMENT,233.95,San Antonio,Entertainment,0
T00004709,CUST000767,2023-03-23,14:33:44,DEBIT,105.27,Philadelphia,Food,0
T00043722,CUST000740,2023-08-26,04:15:26,CREDIT,3386.63,Houston,Retail,0
T00019475,CUST000769,2023-11-26,13:07:38,CASH_WITHDRAWAL,121.57,Houston,Retail,0
T00000990,CUST000097,2023-01-15,15:43:40,DEBIT,74.35,Chicago,Utilities,0
T00052035,CUST000384,2023-03-29,01:52:10,DEBIT,85.73,New York,Healthcare,1
T00038574,CUST000997,2023-02-21,04:36:07,CREDIT,1697.2,New York,Technology,0
T00017370,CUST000025,2023-08-24,20:21:42,PAYMENT,26.35,New York,Education,0
T00024388,CUST000216,2023-11-27,00:46:41,CREDIT,1411.78,Houston,Food,0
T00000122,CUST000109,2023-06-18,08:43:51,CASH_WITHDRAWAL,197.96,San Diego,Entertainment,0
T00022103,CUST000622,2023-05-01,00:54:07,CASH_WITHDRAWAL,21.26,New York,Entertainment,0
T00026333,CUST000310,2023-09-28,15:18:28,TRANSFER,667.19,San Diego,Travel,0
T00042872,CUST000773,2023-01-31,22:59:41,CASH_WITHDRAWAL,285.63,Phoenix,Retail,0
T00009094,CUST000025,2023-08-23,14:00:55,TRANSFER,1188.22,Philadelphia,Food,0
T00020696,CUST000828,2023-06-14,18:53:23,DEBIT,12.33,Houston,Travel,0
T00003208,CUST000586,2023-02-12,05:50:39,DEBIT,127.14,San Diego,Education,0
T00045056,CUST000444,2023-04-05,01:32:56,CREDIT,3890.4,San Diego,Travel,0
T00020788,CUST000491,2023-02-26,05:32:26,CASH_WITHDRAWAL,181.47,San Diego,Entertainment,0
T00002074,CUST000421,2023-11-29,12:58:23,TRANSFER,1335.77,Chicago,Healthcare,0
T00027902,CUST000574,2023-01-04,05:58:33,PAYMENT,302.48,Philadelphia,Retail,0
T00025603,CUST000601,2023-04-25,03:16:34,CASH_WITHDRAWAL,295.86,New York,Food,0
T00047636,CUST000658,2023-05-20,11:36:49,TRANSFER,100.3,San Antonio,Food,1
T00029591,CUST000435,2023-12-16,17:34:02,CASH_WITHDRAWAL,69.46,New York,Education,0
T00020568,CUST000122,2023-12-22,11:37:04,TRANSFER,430.57,Los Angeles,Education,0
T00040012,CUST000757,2023-08-12,18:29:32,CREDIT,2161.24,Houston,Utilities,0
T00049122,CUST000046,2023-07-15,08:32:04,PAYMENT,46760.35,Los Angeles,Utilities,1
T00027187,CUST000070,2023-07-02,00:12:57,DEBIT,130.91,San Antonio,Retail,0
T00029522,CUST000850,2023-12-28,06:25:49,TRANSFER,125.38,Philadelphia,Food,0
T00020210,CUST000816,2023-08-21,19:18:40,DEBIT,35.87,New York,Healthcare,0
T00012325,CUST000142,2023-04-25,21:31:00,CASH_WITHDRAWAL,83.45,San Diego,Technology,0
T00013626,CUST000733,2023-09-01,07:08:19,DEBIT,49.52,Chicago,Education,0
T00033228,CUST000481,2023-07-15,01:32:35,CREDIT,606.61,Phoenix,Healthcare,0
T00037286,CUST000321,2023-06-08,01:06:42,CREDIT,4041.42,Phoenix,Retail,0
T00014722,CUST000624,2023-01-27,10:55:19,CREDIT,4997.2,San Diego,Technology,0
T00041838,CUST000895,2023-02-26,06:40:27,DEBIT,196.32,Los Angeles,Retail,0
T00013128,CUST000355,2023-10-07,00:46:35,CREDIT,1931.33,Phoenix,Retail,0
T00046994,CUST000648,2023-06-18,23:02:06,DEBIT,181.46,Los Angeles,Entertainment,0
T00011501,CUST000565,2023-06-17,14:54:57,CASH_WITHDRAWAL,103.88,Philadelphia,Healthcare,0
T00025224,CUST000783,2023-07-30,16:08:42,CASH_WITHDRAWAL,38.38,Chicago,Retail,0
T00042016,CUST000366,2023-07-16,19:43:05,DEBIT,46.0,San Jose,Travel,0
T00029060,CUST000248,2023-10-08,12:32:19,CREDIT,3582.61,Phoenix,Entertainment,0
T00037550,CUST000065,2023-06-26,18:36:00,CREDIT,4874.77,Los Angeles,Technology,0
T00051280,CUST000468,2023-12-22,09:20:06,CREDIT,191.07,Phoenix,Healthcare,1
T00032048,CUST000494,2023-03-03,18:16:56,CASH_WITHDRAWAL,149.76,Houston,Food,0
T00044396,CUST000515,2023-12-05,15:51:48,PAYMENT,482.28,San Diego,Entertainment,0
T00010843,CUST000878,2023-05-15,10:46:43,CREDIT,3428.56,Dallas,Technology,0
T00046684,CUST000533,2023-09-30,17:59:07,PAYMENT,322.57,San Diego,Technology,0
T00050591,CUST000078,2023-03-14,06:53:00,CREDIT,82.51,San Jose,Retail,1
T00015122,CUST000957,2023-07-08,02:43:13,TRANSFER,938.47,Chicago,Food,0
T00032066,CUST000127,2023-04-05,19:25:25,PAYMENT,200.63,Phoenix,Retail,0
T00001994,CUST000026,2023-10-16,07:06:24,TRANSFER,1967.66,Philadelphia,Entertainment,0
T00011895,CUST000255,2023-05-14,11:07:52,CASH_WITHDRAWAL,70.59,New York,Utilities,0
T00038472,CUST000713,2023-10-30,03:52:31,CREDIT,4853.25,Phoenix,Entertainment,0
T00010797,CUST000454,2023-09-24,07:50:39,CASH_WITHDRAWAL,248.35,Philadelphia,Healthcare,0
T00028382,CUST000875,2023-11-07,14:57:03,CASH_WITHDRAWAL,242.41,Dallas,Food,0
T00046031,CUST000991,2023-11-28,04:14:29,TRANSFER,981.8,New York,Travel,0
T00016596,CUST000178,2023-07-28,21:11:21,CASH_WITHDRAWAL,44.78,Philadelphia,Entertainment,0
T00010650,CUST000540,2023-05-16,21:30:58,PAYMENT,403.21,Houston,Healthcare,0
T00007589,CUST000316,2023-06-23,12:15:54,CREDIT,4085.29,Dallas,Education,0
T00014734,CUST000822,2023-06-23,16:10:01,PAYMENT,351.99,Phoenix,Food,0
T00001662,CUST000483,2023-11-15,14:55:51,CASH_WITHDRAWAL,255.64,Chicago,Retail,0
T00012629,CUST000014,2023-11-23,01:00:10,PAYMENT,499.28,Dallas,Travel,0
T00049493,CUST000873,2023-07-15,00:20:34,CASH_WITHDRAWAL,53.64,San Jose,Technology,1
T00043653,CUST000908,2023-10-14,22:46:14,PAYMENT,393.98,Chicago,Utilities,0
T00009556,CUST000527,2023-11-04,02:29:17,TRANSFER,1237.04,Dallas,Retail,0
T00019679,CUST000290,2023-08-25,09:02:45,CASH_WITHDRAWAL,281.87,Dallas,Technology,0
T00050633,CUST000679,2023-05-28,12:07:28,PAYMENT,957.45,San Diego,Cryptocurrency,1
T00029225,CUST000922,2023-08-30,23:56:44,CASH_WITHDRAWAL,99.37,Phoenix,Technology,0
T00027142,CUST000340,2023-05-25,21:13:32,TRANSFER,1286.29,San Jose,Utilities,0
T00006996,CUST000400,2023-04-26,14:18:43,CREDIT,2228.51,San Diego,Healthcare,0
T00032197,CUST000038,2023-01-22,03:43:20,CREDIT,2854.95,New York,Retail,0
T00050586,CUST000915,2023-03-24,14:07:30,PAYMENT,13726.17,Los Angeles,Travel,1
T00043976,CUST000189,2023-09-20,22:32:26,PAYMENT,175.77,Houston,Travel,0
T00004450,CUST000622,2023-07-26,00:38:11,TRANSFER,1919.25,Phoenix,Travel,0
T00016132,CUST000446,2023-06-13,14:20:04,TRANSFER,670.9,San Jose,Education,0
T00037242,CUST000189,2023-10-21,08:53:43,TRANSFER,1092.06,Houston,Healthcare,0
T00008099,CUST000653,2023-05-20,01:50:11,TRANSFER,1615.01,Houston,Healthcare,0
T00021350,CUST000063,2023-09-28,12:07:50,DEBIT,50.91,New York,Travel,0
T00007057,CUST000150,2023-02-11,04:24:57,DEBIT,175.96,Phoenix,Travel,0
T00040353,CUST000706,2023-02-02,21:38:30,DEBIT,121.95,San Diego,Entertainment,0
T00044866,CUST000774,2023-07-31,16:42:42,TRANSFER,266.64,San Antonio,Healthcare,0
T00019442,CUST000684,2023-07-30,04:11:08,PAYMENT,498.09,Chicago,Technology,0
T00051681,CUST000316,2023-03-31,07:33:03,CASH_WITHDRAWAL,178.85,Chicago,Food,1
T00026422,CUST000285,2023-11-19,02:22:39,PAYMENT,402.69,New York,Education,0
T00021317,CUST000952,2023-10-10,20:07:30,DEBIT,122.76,San Diego,Entertainment,0
T00012459,CUST000846,2023-08-19,07:07:08,PAYMENT,252.36,Houston,Travel,0
T00042745,CUST000142,2023-09-24,10:08:21,CREDIT,4123.81,San Jose,Healthcare,0
T00049578,CUST000934,2023-02-14,01:39:19,CASH_WITHDRAWAL,774.61,Jakarta,Education,1
T00022270,CUST000733,2023-05-21,07:56:38,CASH_WITHDRAWAL,113.56,San Jose,Healthcare,0
T00002390,CUST000857,2023-12-21,07:41:13,DEBIT,193.21,Houston,Utilities,0
T00001520,CUST000580,2023-06-25,16:26:06,CASH_WITHDRAWAL,238.78,San Diego,Entertainment,0
T00013985,CUST000933,2023-06-10,15:02:52,TRANSFER,1808.19,Dallas,Education,0
T00047653,CUST000082,2023-05-10,06:02:07,TRANSFER,664.18,Moscow,Education,1
T00009747,CUST000703,2023-02-10,10:39:53,CASH_WITHDRAWAL,85.66,New York,Utilities,0
T00016985,CUST000224,2023-07-02,04:55:47,DEBIT,104.86,Chicago,Utilities,0
T00015801,CUST000199,2023-10-29,22:47:14,PAYMENT,471.02,Houston,Education,0
T00033369,CUST000174,2023-07-15,18:03:56,TRANSFER,915.84,Chicago,Education,0
T00010603,CUST000675,2023-04-29,18:03:17,DEBIT,98.47,Chicago,Education,0
T00020261,CUST000589,2023-05-13,13:48:19,TRANSFER,534.18,Philadelphia,Travel,0
T00001733,CUST000378,2023-06-25,12:10:54,CREDIT,3462.31,San Diego,Education,0
T00042335,CUST000208,2023-05-29,07:06:03,PAYMENT,190.08,San Jose,Food,0
T00047008,CUST000125,2023-10-30,22:11:12,CASH_WITHDRAWAL,118.93,Chicago,Technology,0
T00034024,CUST000816,2023-01-02,09:44:51,DEBIT,75.73,New York,Healthcare,0
T00026208,CUST000071,2023-07-09,00:09:50,CREDIT,4275.67,Philadelphia,Entertainment,0
T00046968,CUST000657,2023-04-18,19:30:32,PAYMENT,450.75,Dallas,Retail,0
T00036871,CUST000363,2023-09-09,19:52:26,PAYMENT,446.77,Phoenix,Food,0
T00036067,CUST000850,2023-09-06,10:23:52,TRANSFER,1656.04,San Antonio,Retail,0
T00006934,CUST000985,2023-08-13,18:14:16,DEBIT,156.88,New York,Travel,0
T00001871,CUST000333,2023-02-02,07:54:37,CREDIT,1393.79,Chicago,Education,0
T00051015,CUST000959,2023-04-09,21:36:18,PAYMENT,159.29,San Antonio,Retail,1
T00046382,CUST000082,2023-09-15,14:11:42,TRANSFER,1341.74,San Jose,Utilities,0
T00013839,CUST000036,2023-04-25,02:17:00,CREDIT,593.74,Los Angeles,Healthcare,0
T00046259,CUST000808,2023-02-20,00:09:07,PAYMENT,200.37,San Antonio,Entertainment,0
T00036882,CUST000361,2023-06-11,13:04:27,TRANSFER,751.74,San Diego,Utilities,0
T00036729,CUST000772,2023-11-01,12:18:44,TRANSFER,1885.56,Houston,Technology,0
T00008814,CUST000501,2023-10-21,14:51:34,PAYMENT,103.42,San Jose,Food,0
T00050038,CUST000732,2023-10-27,08:14:32,CREDIT,176.91,Philadelphia,Travel,1
T00023768,CUST000925,2023-12-02,12:54:51,TRANSFER,809.78,Philadelphia,Healthcare,0
T00045552,CUST000557,2023-07-02,10:15:37,CREDIT,4687.12,New York,Entertainment,0
T00038177,CUST000291,2023-12-18,17:33:13,CASH_WITHDRAWAL,260.6,Dallas,Utilities,0
T00006252,CUST000030,2023-01-04,10:38:37,TRANSFER,1985.33,Los Angeles,Food,0
T00023745,CUST000423,2023-03-21,21:54:29,PAYMENT,224.79,Houston,Utilities,0
T00042576,CUST000076,2023-03-19,11:58:39,CASH_WITHDRAWAL,210.77,San Diego,Entertainment,0
T00039122,CUST000602,2023-04-01,17:04:27,DEBIT,64.54,Chicago,Technology,0
T00011558,CUST000384,2023-09-06,03:55:49,PAYMENT,391.24,San Antonio,Technology,0
T00003725,CUST000087,2023-08-10,11:50:30,CREDIT,4040.49,Philadelphia,Healthcare,0
T00012378,CUST000394,2023-04-20,12:53:12,CASH_WITHDRAWAL,266.06,Los Angeles,Retail,0
T00035998,CUST000435,2023-01-17,00:34:38,TRANSFER,1582.45,Phoenix,Healthcare,0
T00009919,CUST000779,2023-05-22,18:30:56,PAYMENT,94.2,Dallas,Utilities,0
T00017176,CUST000658,2023-02-25,05:56:05,PAYMENT,213.66,Philadelphia,Technology,0
T00049569,CUST000887,2023-05-28,21:41:33,PAYMENT,670.91,Dallas,Cryptocurrency,1
T00049590,CUST000444,2023-01-30,23:54:46,CREDIT,152.51,Chicago,Food,1
T00015002,CUST000861,2023-07-29,18:20:01,PAYMENT,449.71,Houston,Entertainment,0
T00011858,CUST000337,2023-10-15,07:43:41,PAYMENT,465.05,Philadelphia,Technology,0
T00041704,CUST000972,2023-10-04,11:06:01,TRANSFER,1064.08,San Diego,Utilities,0
T00045703,CUST000885,2023-03-25,01:20:37,TRANSFER,1291.16,New York,Entertainment,0
T00042692,CUST000107,2023-11-27,13:22:19,DEBIT,7.46,Dallas,Retail,0
T00006148,CUST000301,2023-02-10,11:47:04,PAYMENT,213.63,Dallas,Food,0
T00012309,CUST000954,2023-03-19,15:29:08,TRANSFER,1879.37,San Antonio,Healthcare,0
T00027600,CUST000067,2023-11-02,11:58:35,CREDIT,3787.97,Houston,Food,0
T00010854,CUST000042,2023-07-28,18:37:49,TRANSFER,398.62,New York,Healthcare,0
T00016797,CUST000348,2023-09-28,09:29:11,CREDIT,2913.18,San Diego,Entertainment,0
T00034643,CUST000217,2023-11-17,08:29:20,CASH_WITHDRAWAL,88.06,Chicago,Technology,0
T00042731,CUST000337,2023-12-21,09:54:32,CASH_WITHDRAWAL,298.09,San Diego,Healthcare,0
T00002656,CUST000400,2023-11-18,00:12:41,TRANSFER,774.98,San Antonio,Retail,0
T00023327,CUST000603,2023-01-09,22:58:58,DEBIT,13.75,Dallas,Food,0
T00049475,CUST000195,2023-09-26,01:13:54,TRANSFER,188.25,Chicago,Healthcare,1
T00006977,CUST000893,2023-02-19,22:35:25,TRANSFER,197.01,Phoenix,Utilities,0
T00045311,CUST000813,2023-06-21,01:16:23,PAYMENT,427.77,Los Angeles,Retail,0
T00043168,CUST000085,2023-11-25,17:37:48,PAYMENT,202.6,Los Angeles,Healthcare,0
T00044937,CUST000276,2023-12-20,12:33:44,CREDIT,3847.99,San Diego,Retail,0
T00018278,CUST000796,2023-06-13,13:29:28,PAYMENT,182.56,Phoenix,Travel,0
T00001311,CUST000361,2023-03-04,08:30:10,CREDIT,3925.93,San Jose,Travel,0
T00030072,CUST000771,2023-02-12,04:04:11,DEBIT,30.81,Philadelphia,Travel,0
T00044677,CUST000809,2023-09-29,15:10:16,PAYMENT,170.19,Chicago,Entertainment,0
T00015706,CUST000482,2023-12-03,06:40:26,DEBIT,163.63,San Jose,Healthcare,0
T00007723,CUST000670,2023-01-18,09:35:45,TRANSFER,899.88,New York,Education,0
T00036195,CUST000127,2023-12-09,04:43:39,CREDIT,4998.65,San Diego,Food,0
T00020649,CUST000440,2023-10-13,20:37:40,PAYMENT,341.91,Chicago,Travel,0
T00047359,CUST000383,2023-09-13,18:45:59,CASH_WITHDRAWAL,277.5,New York,Utilities,0
T00029786,CUST000451,2023-02-11,06:06:45,CASH_WITHDRAWAL,20.49,Phoenix,Utilities,0
T00008019,CUST000320,2023-12-16,02:51:41,TRANSFER,1642.67,San Antonio,Retail,0
T00002153,CUST000566,2023-07-07,06:10:52,PAYMENT,199.69,San Antonio,Entertainment,0
T00032693,CUST000630,2023-06-26,11:43:49,CREDIT,1504.24,Houston,Education,0
T00007842,CUST000874,2023-01-18,10:15:13,CASH_WITHDRAWAL,52.19,Los Angeles,Technology,0
T00004952,CUST000555,2023-12-27,05:57:46,TRANSFER,1815.09,Philadelphia,Travel,0
T00022825,CUST000536,2023-02-14,20:40:00,TRANSFER,909.07,Los Angeles,Education,0
T00024739,CUST000492,2023-05-31,12:23:08,CREDIT,2979.37,Philadelphia,Utilities,0
T00040731,CUST000438,2023-03-20,06:36:16,CASH_WITHDRAWAL,63.65,Los Angeles,Technology,0
T00029537,CUST000197,2023-10-13,04:24:31,CASH_WITHDRAWAL,125.57,San Antonio,Education,0
T00017078,CUST000500,2023-09-12,08:42:31,PAYMENT,294.19,Chicago,Retail,0
T00003250,CUST000688,2023-02-20,11:57:21,CREDIT,772.25,New York,Food,0
T00032814,CUST000432,2023-09-04,03:45:48,CREDIT,1358.16,San Antonio,Education,0
T00020091,CUST000438,2023-02-12,06:34:19,CREDIT,3313.25,New York,Food,0
T00001149,CUST000362,2023-11-06,23:58:46,CASH_WITHDRAWAL,100.98,New York,Utilities,0
T00044785,CUST000076,2023-06-03,14:06:56,TRANSFER,1015.62,San Diego,Utilities,0
T00048370,CUST000921,2023-01-24,09:45:46,CASH_WITHDRAWAL,478.34,Moscow,Technology,1
T00037956,CUST000595,2023-07-01,18:10:25,DEBIT,156.74,New York,Utilities,0
T00037972,CUST000684,2023-10-22,15:02:22,TRANSFER,866.62,Phoenix,Retail,0
T00031723,CUST000316,2023-09-22,17:34:27,CREDIT,4015.83,Houston,Healthcare,0
T00028880,CUST000214,2023-08-27,17:31:49,DEBIT,131.81,Los Angeles,Travel,0
T00049462,CUST000791,2023-04-13,23:12:18,TRANSFER,22621.38,San Jose,Travel,1
T00033285,CUST000352,2023-05-13,12:24:54,PAYMENT,278.91,Dallas,Food,0
T00031855,CUST000238,2023-11-26,18:18:32,CASH_WITHDRAWAL,55.44,San Antonio,Education,0
T00037801,CUST000381,2023-04-05,05:10:13,PAYMENT,330.12,Houston,Travel,0
T00036793,CUST000820,2023-02-17,08:57:10,PAYMENT,108.64,San Antonio,Travel,0
T00012478,CUST000123,2023-04-29,21:39:27,DEBIT,23.54,New York,Utilities,0
T00001305,CUST000215,2023-02-20,13:43:19,PAYMENT,218.15,Los Angeles,Food,0
T00009539,CUST000019,2023-08-31,08:43:57,DEBIT,61.94,San Jose,Utilities,0
T00001981,CUST000877,2023-07-02,08:44:56,PAYMENT,181.8,San Diego,Education,0
T00037370,CUST000091,2023-11-22,09:35:25,TRANSFER,212.67,San Antonio,Healthcare,0
T00035727,CUST000580,2023-08-14,15:55:43,TRANSFER,578.75,Chicago,Education,0
T00001029,CUST000460,2023-07-30,13:59:05,TRANSFER,453.18,Chicago,Travel,0
T00006899,CUST000905,2023-12-24,21:44:20,TRANSFER,324.3,Phoenix,Entertainment,0
T00041249,CUST000520,2023-08-13,21:07:24,TRANSFER,1309.08,Phoenix,Entertainment,0
T00014077,CUST000007,2023-04-08,12:51:02,PAYMENT,454.44,Philadelphia,Utilities,0
T00001730,CUST000682,2023-06-04,18:01:19,DEBIT,124.11,Philadelphia,Healthcare,0
T00044982,CUST000757,2023-10-02,22:43:23,TRANSFER,1672.73,Philadelphia,Utilities,0
T00033733,CUST000384,2023-12-24,19:17:40,CREDIT,4647.61,New York,Utilities,0
T00022883,CUST000002,2023-06-02,17:06:11,CREDIT,2489.76,Houston,Education,0
T00015061,CUST000860,2023-08-03,06:14:42,TRANSFER,616.2,San Antonio,Entertainment,0
T00012337,CUST000461,2023-06-29,11:53:44,DEBIT,159.43,San Antonio,Education,0
T00028877,CUST000165,2023-06-21,05:49:11,TRANSFER,466.08,San Diego,Entertainment,0
T00012073,CUST000684,2023-06-02,03:30:00,CREDIT,1440.78,Phoenix,Healthcare,0
T00024823,CUST000821,2023-08-12,12:29:18,DEBIT,112.49,New York,Travel,0
T00002078,CUST000272,2023-12-20,12:51:56,CASH_WITHDRAWAL,268.64,San Antonio,Education,0
T00028649,CUST000340,2023-04-22,17:29:40,PAYMENT,480.34,Dallas,Technology,0
T00030019,CUST000598,2023-05-09,04:15:21,DEBIT,155.21,Chicago,Education,0
T00010863,CUST000474,2023-10-06,10:39:05,DEBIT,156.87,Chicago,Technology,0
T00034308,CUST000063,2023-07-19,14:00:34,CASH_WITHDRAWAL,226.22,San Jose,Entertainment,0
T00039699,CUST000157,2023-03-01,07:37:42,TRANSFER,1494.35,New York,Entertainment,0
T00036158,CUST000906,2023-05-16,20:05:47,PAYMENT,499.77,Houston,Utilities,0
T00036264,CUST000134,2023-12-29,06:52:35,CASH_WITHDRAWAL,274.67,Houston,Technology,0
T00034517,CUST000238,2023-09-24,06:45:02,CASH_WITHDRAWAL,252.77,New York,Education,0
T00024772,CUST000181,2023-04-18,04:25:23,CASH_WITHDRAWAL,225.29,San Diego,Healthcare,0
T00041063,CUST000572,2023-02-27,10:27:02,PAYMENT,227.76,Los Angeles,Entertainment,0
T00006219,CUST000224,2023-09-25,23:28:09,DEBIT,16.56,San Diego,Food,0
T00004751,CUST000299,2023-11-05,15:13:34,DEBIT,170.08,Phoenix,Education,0
T00016233,CUST000321,2023-11-04,23:16:40,CREDIT,606.42,San Diego,Travel,0
T00014058,CUST000974,2023-09-28,13:07:22,DEBIT,132.9,San Jose,Retail,0
T00033338,CUST000041,2023-01-13,21:10:32,CASH_WITHDRAWAL,141.14,New York,Retail,0
